prolific_id	round	cognitive_uncertainty	time_late	present_value
"5c4de8f726093e000134ee6e"	2	0	8	90
"5c4de8f726093e000134ee6e"	3	0	1	93.18182
"5c4de8f726093e000134ee6e"	4	0	4	86
"5c4de8f726093e000134ee6e"	5	0	6	89.58333
"5c4de8f726093e000134ee6e"	6	10	48	67.3913
"5c4de8f726093e000134ee6e"	7	5	83	43.18182
"5c4de8f726093e000134ee6e"	8	0	12	85.41667
"5c4de8f726093e000134ee6e"	9	0	2	97.91667
"5c4de8f726093e000134ee6e"	10	0	2	97.91667
"5c4de8f726093e000134ee6e"	11	0	6	93.75
"5c4de8f726093e000134ee6e"	12	0	4	86
"5c4de8f726093e000134ee6e"	13	5	48	52.63158
"5c4de8f726093e000134ee6e"	14	0	2	95.45454
"5c4de8f726093e000134ee6e"	15	0	4	90
"5c4de8f726093e000134ee6e"	16	5	48	52.63158
"5c4de8f726093e000134ee6e"	17	0	4	90
"5c4de8f726093e000134ee6e"	18	5	8	80
"5c5dba4ed86a7f000191e5d5"	1	35	4	72.5
"5c5dba4ed86a7f000191e5d5"	2	45	8	62.5
"5c5dba4ed86a7f000191e5d5"	3	35	1	78.57143
"5c5dba4ed86a7f000191e5d5"	4	50	6	82
"5c5dba4ed86a7f000191e5d5"	5	45	12	66
"5c5dba4ed86a7f000191e5d5"	6	45	6	70
"5c5dba4ed86a7f000191e5d5"	7	50	47	78.57143
"5c5dba4ed86a7f000191e5d5"	8	55	36	57.5
"5c5dba4ed86a7f000191e5d5"	9	55	4	62.5
"5c5dba4ed86a7f000191e5d5"	10	50	36	67.5
"5c5dba4ed86a7f000191e5d5"	11	50	24	62.5
"5c5dba4ed86a7f000191e5d5"	12	40	4	52.5
"5c5dba4ed86a7f000191e5d5"	13	20	1	97.82609
"5c5dba4ed86a7f000191e5d5"	14	25	1	93.47826
"5c5dba4ed86a7f000191e5d5"	15	30	12	95.2381
"5c5dba4ed86a7f000191e5d5"	16	35	84	90
"5c5dba4ed86a7f000191e5d5"	17	35	6	92.85714
"5c5dba4ed86a7f000191e5d5"	18	35	6	90.47619
"5c738ffc61dd7e0001a16a72"	1	20	4	79.54546
"5c738ffc61dd7e0001a16a72"	2	45	12	72.5
"5c738ffc61dd7e0001a16a72"	3	45	83	58
"5c738ffc61dd7e0001a16a72"	4	30	8	79.54546
"5c738ffc61dd7e0001a16a72"	5	35	48	64.28571
"5c738ffc61dd7e0001a16a72"	6	10	6	92.5
"5c738ffc61dd7e0001a16a72"	7	20	4	88.63636
"5c738ffc61dd7e0001a16a72"	8	35	48	59.52381
"5c738ffc61dd7e0001a16a72"	9	30	24	79.54546
"5c738ffc61dd7e0001a16a72"	10	25	6	92.5
"5c738ffc61dd7e0001a16a72"	11	30	23	66
"5c738ffc61dd7e0001a16a72"	12	15	4	88.63636
"5c738ffc61dd7e0001a16a72"	13	35	84	66.66667
"5c738ffc61dd7e0001a16a72"	14	25	12	90
"5c738ffc61dd7e0001a16a72"	15	25	6	96
"5c738ffc61dd7e0001a16a72"	16	25	6	96
"5c738ffc61dd7e0001a16a72"	17	0	.25	100
"5c738ffc61dd7e0001a16a72"	18	30	84	66.66667
"5c787d57ffd1190001be688a"	1	0	1	47.5
"5c787d57ffd1190001be688a"	2	0	2	43.18182
"5c787d57ffd1190001be688a"	3	20	6	21.42857
"5c787d57ffd1190001be688a"	4	5	48	2
"5c787d57ffd1190001be688a"	5	0	48	18
"5c787d57ffd1190001be688a"	6	20	12	45.23809
"5c787d57ffd1190001be688a"	7	0	23	21.42857
"5c787d57ffd1190001be688a"	8	0	.25	93.18182
"5c787d57ffd1190001be688a"	9	10	.25	100
"5c787d57ffd1190001be688a"	10	0	6	45.23809
"5c787d57ffd1190001be688a"	11	0	6	35.71429
"5c787d57ffd1190001be688a"	12	30	36	21.42857
"5c787d57ffd1190001be688a"	13	30	36	20.83333
"5c787d57ffd1190001be688a"	14	10	12	23.80952
"5c787d57ffd1190001be688a"	15	30	36	20.83333
"5c787d57ffd1190001be688a"	16	0	6	47.61905
"5c787d57ffd1190001be688a"	17	0	.25	100
"5c787d57ffd1190001be688a"	18	0	6	47.61905
"5ca17355f1e809001169e3c8"	1	40	6	54.34782
"5ca17355f1e809001169e3c8"	2	30	23	26
"5ca17355f1e809001169e3c8"	3	10	.25	83.33333
"5ca17355f1e809001169e3c8"	4	40	36	19.56522
"5ca17355f1e809001169e3c8"	5	30	6	41.30435
"5ca17355f1e809001169e3c8"	6	40	6	32.6087
"5ca17355f1e809001169e3c8"	7	35	12	41.30435
"5ca17355f1e809001169e3c8"	8	50	47	15.90909
"5ca17355f1e809001169e3c8"	9	30	1	54
"5ca17355f1e809001169e3c8"	10	40	36	23.91304
"5ca17355f1e809001169e3c8"	11	40	11	35.41666
"5ca17355f1e809001169e3c8"	12	25	24	22
"5ca17355f1e809001169e3c8"	13	30	.25	83.33333
"5ca17355f1e809001169e3c8"	14	50	12	43.47826
"5ca17355f1e809001169e3c8"	15	40	6	65.21739
"5ca17355f1e809001169e3c8"	16	40	.25	83.33333
"5ca17355f1e809001169e3c8"	17	30	6	65.21739
"5ca17355f1e809001169e3c8"	18	30	24	65.21739
"5cab69f77ea4a700019a87dc"	1	25	8	47.72727
"5cab69f77ea4a700019a87dc"	2	25	4	65.9091
"5cab69f77ea4a700019a87dc"	3	60	23	45.23809
"5cab69f77ea4a700019a87dc"	4	50	36	41.30435
"5cab69f77ea4a700019a87dc"	5	60	47	47.72727
"5cab69f77ea4a700019a87dc"	6	15	2	84.78261
"5cab69f77ea4a700019a87dc"	7	30	48	47.5
"5cab69f77ea4a700019a87dc"	8	35	11	63.04348
"5cab69f77ea4a700019a87dc"	9	80	84	41.30435
"5cab69f77ea4a700019a87dc"	10	15	4	88.63636
"5cab69f77ea4a700019a87dc"	11	50	36	54.34782
"5cab69f77ea4a700019a87dc"	12	25	4	88.63636
"5cab69f77ea4a700019a87dc"	13	25	8	69.44444
"5cab69f77ea4a700019a87dc"	14	15	1	92.10526
"5cab69f77ea4a700019a87dc"	15	30	4	83.33333
"5cab69f77ea4a700019a87dc"	16	10	1	92.10526
"5cab69f77ea4a700019a87dc"	17	25	4	83.33333
"5cab69f77ea4a700019a87dc"	18	40	24	78.94737
"5cabcfb2bf53e10001fa48ad"	1	25	4	92.85714
"5cabcfb2bf53e10001fa48ad"	2	30	6	92.85714
"5cabcfb2bf53e10001fa48ad"	3	20	23	52.08333
"5cabcfb2bf53e10001fa48ad"	4	5	.25	97.61904
"5cabcfb2bf53e10001fa48ad"	5	10	5	97.72727
"5cabcfb2bf53e10001fa48ad"	6	15	8	83.33333
"5cabcfb2bf53e10001fa48ad"	7	20	12	69.04762
"5cabcfb2bf53e10001fa48ad"	8	20	84	10.86957
"5cabcfb2bf53e10001fa48ad"	9	5	.25	97.61904
"5cabcfb2bf53e10001fa48ad"	10	25	12	78.57143
"5cabcfb2bf53e10001fa48ad"	11	20	6	97.61904
"5cabcfb2bf53e10001fa48ad"	12	25	4	59.52381
"5cabcfb2bf53e10001fa48ad"	13	30	4	71.42857
"5cabcfb2bf53e10001fa48ad"	14	30	2	90.9091
"5cabcfb2bf53e10001fa48ad"	15	15	.25	94.44444
"5cabcfb2bf53e10001fa48ad"	16	20	2	81.81818
"5cabcfb2bf53e10001fa48ad"	17	30	4	78.57143
"5cabcfb2bf53e10001fa48ad"	18	35	8	71.42857
"5cfeea9c4954fe00165895e0"	1	15	12	90
"5cfeea9c4954fe00165895e0"	2	10	84	41.30435
"5cfeea9c4954fe00165895e0"	3	10	1	83.33333
"5cfeea9c4954fe00165895e0"	4	10	6	90
"5cfeea9c4954fe00165895e0"	5	5	6	90
"5cfeea9c4954fe00165895e0"	6	10	12	82
"5cfeea9c4954fe00165895e0"	7	5	1	92.85714
"5cfeea9c4954fe00165895e0"	8	5	.25	97.91667
"5cfeea9c4954fe00165895e0"	9	10	11	78
"5cfeea9c4954fe00165895e0"	10	0	.25	97.82609
"5cfeea9c4954fe00165895e0"	11	10	1	90
"5cfeea9c4954fe00165895e0"	12	25	2	88.09524
"5cfeea9c4954fe00165895e0"	13	10	8	95.65218
"5cfeea9c4954fe00165895e0"	14	10	4	91.30435
"5cfeea9c4954fe00165895e0"	15	35	36	75
"5cfeea9c4954fe00165895e0"	16	15	2	94.73685
"5cfeea9c4954fe00165895e0"	17	10	4	100
"5cfeea9c4954fe00165895e0"	18	30	36	75
"5d2937c8608cc7001a06fca2"	1	20	12	52.08333
"5d2937c8608cc7001a06fca2"	2	15	6	39.58334
"5d2937c8608cc7001a06fca2"	3	20	12	47.91666
"5d2937c8608cc7001a06fca2"	4	30	11	39.58334
"5d2937c8608cc7001a06fca2"	5	20	5	43.18182
"5d2937c8608cc7001a06fca2"	6	0	48	19.56522
"5d2937c8608cc7001a06fca2"	7	35	6	47.91666
"5d2937c8608cc7001a06fca2"	8	45	23	29.54545
"5d2937c8608cc7001a06fca2"	9	30	24	30.95238
"5d2937c8608cc7001a06fca2"	10	10	48	15.21739
"5d2937c8608cc7001a06fca2"	11	25	36	27.5
"5d2937c8608cc7001a06fca2"	12	50	84	18
"5d2937c8608cc7001a06fca2"	13	25	2	44.64286
"5d2937c8608cc7001a06fca2"	14	35	4	53.57143
"5d2937c8608cc7001a06fca2"	15	25	84	10.52632
"5d2937c8608cc7001a06fca2"	16	45	4	28.57143
"5d2937c8608cc7001a06fca2"	17	15	84	7.894736
"5d2937c8608cc7001a06fca2"	18	35	8	21.42857
"5d4359295a5b010001523b4e"	1	30	12	60.41667
"5d4359295a5b010001523b4e"	2	20	6	81.25
"5d4359295a5b010001523b4e"	3	20	6	81.25
"5d4359295a5b010001523b4e"	4	15	1	88.63636
"5d4359295a5b010001523b4e"	5	30	11	78
"5d4359295a5b010001523b4e"	6	25	1	88.63636
"5d4359295a5b010001523b4e"	7	30	8	81.25
"5d4359295a5b010001523b4e"	8	25	4	81.25
"5d4359295a5b010001523b4e"	9	45	24	81.25
"5d4359295a5b010001523b4e"	10	45	23	78
"5d4359295a5b010001523b4e"	11	40	8	81.25
"5d4359295a5b010001523b4e"	12	30	4	81.25
"5d4359295a5b010001523b4e"	13	15	6	83.33333
"5d4359295a5b010001523b4e"	14	15	6	83.33333
"5d4359295a5b010001523b4e"	15	30	48	80
"5d4359295a5b010001523b4e"	16	15	2	95.2381
"5d4359295a5b010001523b4e"	17	35	12	83.33333
"5d4359295a5b010001523b4e"	18	15	2	95.2381
"5d4535f31274770015915207"	1	40	.25	72.91667
"5d4535f31274770015915207"	2	30	1	71.73913
"5d4535f31274770015915207"	3	65	4	41.30435
"5d4535f31274770015915207"	4	50	83	22.91667
"5d4535f31274770015915207"	5	95	8	41.30435
"5d4535f31274770015915207"	6	75	6	56.25
"5d4535f31274770015915207"	7	10	6	43.75
"5d4535f31274770015915207"	8	50	5	45.65218
"5d4535f31274770015915207"	9	45	12	31.25
"5d4535f31274770015915207"	10	20	4	41.30435
"5d4535f31274770015915207"	11	50	4	50
"5d4535f31274770015915207"	12	20	.25	85.41667
"5d4535f31274770015915207"	13	50	12	39.47369
"5d4535f31274770015915207"	14	65	36	40.38461
"5d4535f31274770015915207"	15	65	36	40.38461
"5d4535f31274770015915207"	16	90	84	29.16667
"5d4535f31274770015915207"	17	65	6	44.73684
"5d4535f31274770015915207"	18	50	6	39.47369
"5d4e7fd19e116b0001c1f5e3"	1	50	12	2.083333
"5d4e7fd19e116b0001c1f5e3"	2	100	84	100
"5d4e7fd19e116b0001c1f5e3"	3	100	84	52.08333
"5d4e7fd19e116b0001c1f5e3"	4	100	23	54
"5d4e7fd19e116b0001c1f5e3"	5	100	12	2.083333
"5d4e7fd19e116b0001c1f5e3"	6	100	6	100
"5d4e7fd19e116b0001c1f5e3"	7	100	36	2.380952
"5d4e7fd19e116b0001c1f5e3"	8	100	24	52.27272
"5d4e7fd19e116b0001c1f5e3"	9	100	2	100
"5d4e7fd19e116b0001c1f5e3"	10	100	6	100
"5d4e7fd19e116b0001c1f5e3"	11	100	.25	2.380952
"5d4e7fd19e116b0001c1f5e3"	12	100	83	88.63636
"5d4e7fd19e116b0001c1f5e3"	13	0	8	23.80952
"5d4e7fd19e116b0001c1f5e3"	14	0	4	23.80952
"5d4e7fd19e116b0001c1f5e3"	15	0	.25	100
"5d4e7fd19e116b0001c1f5e3"	16	0	4	23.80952
"5d4e7fd19e116b0001c1f5e3"	17	50	48	26.31579
"5d4e7fd19e116b0001c1f5e3"	18	0	.25	100
"5d61cb5059a68d001aa818a9"	1	40	.25	25
"5d61cb5059a68d001aa818a9"	2	15	4	100
"5d61cb5059a68d001aa818a9"	3	35	.25	29.54545
"5d61cb5059a68d001aa818a9"	4	25	11	100
"5d61cb5059a68d001aa818a9"	5	25	1	70.45454
"5d61cb5059a68d001aa818a9"	6	10	47	100
"5d61cb5059a68d001aa818a9"	7	15	8	100
"5d61cb5059a68d001aa818a9"	8	40	4	83.33333
"5d61cb5059a68d001aa818a9"	9	25	5	67.3913
"5d61cb5059a68d001aa818a9"	10	25	8	100
"5d61cb5059a68d001aa818a9"	11	20	2	62
"5d61cb5059a68d001aa818a9"	12	30	24	100
"5d61cb5059a68d001aa818a9"	13	40	24	60
"5d61cb5059a68d001aa818a9"	14	55	.25	79.54546
"5d61cb5059a68d001aa818a9"	15	65	.25	68.18182
"5d61cb5059a68d001aa818a9"	16	60	8	41.66666
"5d61cb5059a68d001aa818a9"	17	55	4	55.55556
"5d61cb5059a68d001aa818a9"	18	45	4	55.55556
"5d883029755a0a0018230ef0"	1	50	.25	100
"5d883029755a0a0018230ef0"	2	20	4	92.85714
"5d883029755a0a0018230ef0"	3	10	24	43.75
"5d883029755a0a0018230ef0"	4	5	4	92.85714
"5d883029755a0a0018230ef0"	5	0	.25	97.5
"5d883029755a0a0018230ef0"	6	25	11	59.52381
"5d883029755a0a0018230ef0"	7	0	.25	98
"5d883029755a0a0018230ef0"	8	5	4	88.09524
"5d883029755a0a0018230ef0"	9	40	84	50
"5d883029755a0a0018230ef0"	10	25	8	73.80952
"5d883029755a0a0018230ef0"	11	0	1	97.72727
"5d883029755a0a0018230ef0"	12	0	48	45.65218
"5d883029755a0a0018230ef0"	13	0	4	100
"5d883029755a0a0018230ef0"	14	0	8	97.5
"5d883029755a0a0018230ef0"	15	20	48	55.26316
"5d883029755a0a0018230ef0"	16	35	4	95
"5d883029755a0a0018230ef0"	17	15	48	68.42105
"5d883029755a0a0018230ef0"	18	35	2	88.88889
"5d9a09095223b6001809f1c9"	1	40	4	65.9091
"5d9a09095223b6001809f1c9"	2	75	47	18.75
"5d9a09095223b6001809f1c9"	3	70	1	47.5
"5d9a09095223b6001809f1c9"	4	20	4	43.18182
"5d9a09095223b6001809f1c9"	5	10	84	18.75
"5d9a09095223b6001809f1c9"	6	0	84	18.75
"5d9a09095223b6001809f1c9"	7	0	4	47.72727
"5d9a09095223b6001809f1c9"	8	20	8	43.18182
"5d9a09095223b6001809f1c9"	9	20	23	22.91667
"5d9a09095223b6001809f1c9"	10	30	48	32.6087
"5d9a09095223b6001809f1c9"	11	20	36	45.23809
"5d9a09095223b6001809f1c9"	12	20	83	22.91667
"5d9a09095223b6001809f1c9"	13	30	12	27.27273
"5d9a09095223b6001809f1c9"	14	20	2	35.71429
"5d9a09095223b6001809f1c9"	15	0	6	50
"5d9a09095223b6001809f1c9"	16	20	6	27.27273
"5d9a09095223b6001809f1c9"	17	20	2	44.64286
"5d9a09095223b6001809f1c9"	18	30	1	50
"5db1abc3a1042700166818a6"	1	5	6	73.80952
"5db1abc3a1042700166818a6"	2	5	1	88.63636
"5db1abc3a1042700166818a6"	3	10	12	73.80952
"5db1abc3a1042700166818a6"	4	5	.25	92.85714
"5db1abc3a1042700166818a6"	5	5	6	73.80952
"5db1abc3a1042700166818a6"	6	10	8	72.5
"5db1abc3a1042700166818a6"	7	5	6	92.85714
"5db1abc3a1042700166818a6"	8	5	1	88.09524
"5db1abc3a1042700166818a6"	9	5	1	92.85714
"5db1abc3a1042700166818a6"	10	10	4	72.5
"5db1abc3a1042700166818a6"	11	10	4	72.5
"5db1abc3a1042700166818a6"	12	25	84	29.54545
"5db1abc3a1042700166818a6"	13	10	.25	83.33333
"5db1abc3a1042700166818a6"	14	30	24	40
"5db1abc3a1042700166818a6"	15	10	8	79.16667
"5db1abc3a1042700166818a6"	16	15	4	79.16667
"5db1abc3a1042700166818a6"	17	10	4	83.33333
"5db1abc3a1042700166818a6"	18	0	.25	97.22222
"5dcec8859595a10144aa910e"	1	25	36	72.91667
"5dcec8859595a10144aa910e"	2	50	4	81.25
"5dcec8859595a10144aa910e"	3	25	4	89.58333
"5dcec8859595a10144aa910e"	4	40	6	86
"5dcec8859595a10144aa910e"	5	30	84	43.18182
"5dcec8859595a10144aa910e"	6	40	6	78
"5dcec8859595a10144aa910e"	7	30	84	43.18182
"5dcec8859595a10144aa910e"	8	30	47	63.04348
"5dcec8859595a10144aa910e"	9	40	12	78
"5dcec8859595a10144aa910e"	10	20	1	93.18182
"5dcec8859595a10144aa910e"	11	30	8	77.08333
"5dcec8859595a10144aa910e"	12	15	6	78
"5dcec8859595a10144aa910e"	13	40	6	79.54546
"5dcec8859595a10144aa910e"	14	10	1	95.2381
"5dcec8859595a10144aa910e"	15	20	84	50
"5dcec8859595a10144aa910e"	16	20	84	50
"5dcec8859595a10144aa910e"	17	30	12	90.9091
"5dcec8859595a10144aa910e"	18	50	6	90.9091
"5dd362ad7b6a66368c77004c"	1	5	83	23.91304
"5dd362ad7b6a66368c77004c"	2	15	12	42.5
"5dd362ad7b6a66368c77004c"	3	20	24	35.71429
"5dd362ad7b6a66368c77004c"	4	15	6	62.5
"5dd362ad7b6a66368c77004c"	5	10	48	26.19048
"5dd362ad7b6a66368c77004c"	6	10	6	62.5
"5dd362ad7b6a66368c77004c"	7	20	24	35.71429
"5dd362ad7b6a66368c77004c"	8	10	12	52.5
"5dd362ad7b6a66368c77004c"	9	20	23	45.65218
"5dd362ad7b6a66368c77004c"	10	0	.25	97.5
"5dd362ad7b6a66368c77004c"	11	20	5	70.45454
"5dd362ad7b6a66368c77004c"	12	25	36	38
"5dd362ad7b6a66368c77004c"	13	10	6	71.42857
"5dd362ad7b6a66368c77004c"	14	30	6	62.5
"5dd362ad7b6a66368c77004c"	15	10	36	35.71429
"5dd362ad7b6a66368c77004c"	16	0	.25	100
"5dd362ad7b6a66368c77004c"	17	0	.25	100
"5dd362ad7b6a66368c77004c"	18	10	12	50
"5dd6d2d11228d9667276c3b7"	1	50	12	58
"5dd6d2d11228d9667276c3b7"	2	50	8	84.78261
"5dd6d2d11228d9667276c3b7"	3	50	4	93.47826
"5dd6d2d11228d9667276c3b7"	4	50	6	90
"5dd6d2d11228d9667276c3b7"	5	50	36	71.73913
"5dd6d2d11228d9667276c3b7"	6	50	6	90
"5dd6d2d11228d9667276c3b7"	7	50	36	76.08696
"5dd6d2d11228d9667276c3b7"	8	50	23	83.33333
"5dd6d2d11228d9667276c3b7"	9	50	4	84.78261
"5dd6d2d11228d9667276c3b7"	10	50	24	89.58333
"5dd6d2d11228d9667276c3b7"	11	50	5	87.5
"5dd6d2d11228d9667276c3b7"	12	50	4	89.13044
"5dd6d2d11228d9667276c3b7"	13	50	8	100
"5dd6d2d11228d9667276c3b7"	14	50	1	100
"5dd6d2d11228d9667276c3b7"	15	50	1	100
"5dd6d2d11228d9667276c3b7"	16	50	4	100
"5dd6d2d11228d9667276c3b7"	17	50	.25	100
"5dd6d2d11228d9667276c3b7"	18	50	4	100
"5ddaa1e583e309a04100bd57"	1	35	4	59.52381
"5ddaa1e583e309a04100bd57"	2	15	36	73.80952
"5ddaa1e583e309a04100bd57"	3	30	24	82
"5ddaa1e583e309a04100bd57"	4	45	.25	57.5
"5ddaa1e583e309a04100bd57"	5	40	11	84.78261
"5ddaa1e583e309a04100bd57"	6	35	48	68.75
"5ddaa1e583e309a04100bd57"	7	55	1	61.36364
"5ddaa1e583e309a04100bd57"	8	45	24	38
"5ddaa1e583e309a04100bd57"	9	30	4	45.23809
"5ddaa1e583e309a04100bd57"	10	45	83	45.23809
"5ddaa1e583e309a04100bd57"	11	20	8	30.95238
"5ddaa1e583e309a04100bd57"	12	20	4	16.66667
"5ddaa1e583e309a04100bd57"	13	45	24	19.23077
"5ddaa1e583e309a04100bd57"	14	40	8	40
"5ddaa1e583e309a04100bd57"	15	20	24	19.23077
"5ddaa1e583e309a04100bd57"	16	15	84	6.25
"5ddaa1e583e309a04100bd57"	17	15	4	50
"5ddaa1e583e309a04100bd57"	18	20	4	50
"5ddf84eece1ce6effc504c35"	1	25	6	34.09091
"5ddf84eece1ce6effc504c35"	2	40	8	20.45455
"5ddf84eece1ce6effc504c35"	3	5	84	2.173913
"5ddf84eece1ce6effc504c35"	4	25	5	18.75
"5ddf84eece1ce6effc504c35"	5	30	6	43.18182
"5ddf84eece1ce6effc504c35"	6	10	.25	81.25
"5ddf84eece1ce6effc504c35"	7	0	83	2.272727
"5ddf84eece1ce6effc504c35"	8	5	84	2.173913
"5ddf84eece1ce6effc504c35"	9	10	4	43.18182
"5ddf84eece1ce6effc504c35"	10	30	6	43.18182
"5ddf84eece1ce6effc504c35"	11	30	12	34.09091
"5ddf84eece1ce6effc504c35"	12	40	4	20.45455
"5ddf84eece1ce6effc504c35"	13	25	36	17.85714
"5ddf84eece1ce6effc504c35"	14	15	36	8.928572
"5ddf84eece1ce6effc504c35"	15	35	6	45.45455
"5ddf84eece1ce6effc504c35"	16	35	6	45.45455
"5ddf84eece1ce6effc504c35"	17	30	12	18.18182
"5ddf84eece1ce6effc504c35"	18	20	1	65.21739
"5de7d12c26dd95000b6824c5"	1	45	6	47.5
"5de7d12c26dd95000b6824c5"	2	20	1	88.63636
"5de7d12c26dd95000b6824c5"	3	40	5	65.9091
"5de7d12c26dd95000b6824c5"	4	40	6	47.5
"5de7d12c26dd95000b6824c5"	5	40	12	42.5
"5de7d12c26dd95000b6824c5"	6	35	48	10
"5de7d12c26dd95000b6824c5"	7	50	4	54.34782
"5de7d12c26dd95000b6824c5"	8	45	4	50
"5de7d12c26dd95000b6824c5"	9	20	2	86
"5de7d12c26dd95000b6824c5"	10	45	8	54.34782
"5de7d12c26dd95000b6824c5"	11	40	4	71.73913
"5de7d12c26dd95000b6824c5"	12	25	2	78
"5de7d12c26dd95000b6824c5"	13	45	6	67.85714
"5de7d12c26dd95000b6824c5"	14	25	2	81.81818
"5de7d12c26dd95000b6824c5"	15	45	6	64.28571
"5de7d12c26dd95000b6824c5"	16	20	1	86.95652
"5de7d12c26dd95000b6824c5"	17	35	2	81.81818
"5de7d12c26dd95000b6824c5"	18	50	12	35.71429
"5dea0fb3389fde12b2520508"	1	25	12	81.25
"5dea0fb3389fde12b2520508"	2	10	1	94
"5dea0fb3389fde12b2520508"	3	35	6	85.41667
"5dea0fb3389fde12b2520508"	4	10	1	93.47826
"5dea0fb3389fde12b2520508"	5	15	24	80.43478
"5dea0fb3389fde12b2520508"	6	20	6	93.75
"5dea0fb3389fde12b2520508"	7	25	23	80.43478
"5dea0fb3389fde12b2520508"	8	10	24	76.08696
"5dea0fb3389fde12b2520508"	9	5	.25	98
"5dea0fb3389fde12b2520508"	10	5	.25	97.5
"5dea0fb3389fde12b2520508"	11	25	6	93.75
"5dea0fb3389fde12b2520508"	12	15	84	41.30435
"5dea0fb3389fde12b2520508"	13	35	24	88.88889
"5dea0fb3389fde12b2520508"	14	10	6	94.73685
"5dea0fb3389fde12b2520508"	15	15	12	89.47369
"5dea0fb3389fde12b2520508"	16	20	48	59.09091
"5dea0fb3389fde12b2520508"	17	15	48	59.09091
"5dea0fb3389fde12b2520508"	18	20	6	94.73685
"5dea76e109c1071948aed0ff"	1	45	4	36.95652
"5dea76e109c1071948aed0ff"	2	5	.25	78
"5dea76e109c1071948aed0ff"	3	25	8	41.30435
"5dea76e109c1071948aed0ff"	4	20	11	22.5
"5dea76e109c1071948aed0ff"	5	20	4	32.6087
"5dea76e109c1071948aed0ff"	6	5	.25	78
"5dea76e109c1071948aed0ff"	7	10	1	50
"5dea76e109c1071948aed0ff"	8	15	84	16.66667
"5dea76e109c1071948aed0ff"	9	5	48	11.36364
"5dea76e109c1071948aed0ff"	10	20	47	15.90909
"5dea76e109c1071948aed0ff"	11	20	4	23.91304
"5dea76e109c1071948aed0ff"	12	5	83	10.86957
"5dea76e109c1071948aed0ff"	13	5	48	13.88889
"5dea76e109c1071948aed0ff"	14	5	36	14.28572
"5dea76e109c1071948aed0ff"	15	10	6	42.85714
"5dea76e109c1071948aed0ff"	16	10	36	14.28572
"5dea76e109c1071948aed0ff"	17	15	6	42.85714
"5dea76e109c1071948aed0ff"	18	10	12	33.33334
"5dea7a7df87f5519e686ff7b"	1	25	6	38
"5dea7a7df87f5519e686ff7b"	2	20	.25	45.23809
"5dea7a7df87f5519e686ff7b"	3	5	11	2
"5dea7a7df87f5519e686ff7b"	4	50	83	2.380952
"5dea7a7df87f5519e686ff7b"	5	75	.25	73.80952
"5dea7a7df87f5519e686ff7b"	6	30	84	2
"5dea7a7df87f5519e686ff7b"	7	40	12	22
"5dea7a7df87f5519e686ff7b"	8	40	24	2.380952
"5dea7a7df87f5519e686ff7b"	9	70	6	26
"5dea7a7df87f5519e686ff7b"	10	70	.25	2.380952
"5dea7a7df87f5519e686ff7b"	11	45	1	47.72727
"5dea7a7df87f5519e686ff7b"	12	50	6	62
"5dea7a7df87f5519e686ff7b"	13	50	1	13.88889
"5dea7a7df87f5519e686ff7b"	14	30	6	50
"5dea7a7df87f5519e686ff7b"	15	65	.25	67.30769
"5dea7a7df87f5519e686ff7b"	16	65	12	12.5
"5dea7a7df87f5519e686ff7b"	17	60	.25	3.846154
"5dea7a7df87f5519e686ff7b"	18	50	6	25
"5e04e588805a30f48bbc78c5"	1	35	6	45.23809
"5e04e588805a30f48bbc78c5"	2	50	36	2.272727
"5e04e588805a30f48bbc78c5"	3	30	12	26.19048
"5e04e588805a30f48bbc78c5"	4	0	47	2.272727
"5e04e588805a30f48bbc78c5"	5	95	1	100
"5e04e588805a30f48bbc78c5"	6	15	12	50
"5e04e588805a30f48bbc78c5"	7	0	.25	97.61904
"5e04e588805a30f48bbc78c5"	8	35	2	56.25
"5e04e588805a30f48bbc78c5"	9	30	6	26.19048
"5e04e588805a30f48bbc78c5"	10	35	5	81.25
"5e04e588805a30f48bbc78c5"	11	40	2	81.25
"5e04e588805a30f48bbc78c5"	12	0	48	2.272727
"5e04e588805a30f48bbc78c5"	13	45	4	23.80952
"5e04e588805a30f48bbc78c5"	14	5	24	5.263158
"5e04e588805a30f48bbc78c5"	15	30	4	100
"5e04e588805a30f48bbc78c5"	16	35	8	23.80952
"5e04e588805a30f48bbc78c5"	17	40	1	100
"5e04e588805a30f48bbc78c5"	18	35	1	100
"5e0e31c179f2fa58ed5bc904"	1	60	8	65.9091
"5e0e31c179f2fa58ed5bc904"	2	30	1	87.5
"5e0e31c179f2fa58ed5bc904"	3	70	48	37.5
"5e0e31c179f2fa58ed5bc904"	4	60	8	65.9091
"5e0e31c179f2fa58ed5bc904"	5	75	83	19.56522
"5e0e31c179f2fa58ed5bc904"	6	65	36	45.23809
"5e0e31c179f2fa58ed5bc904"	7	30	4	93.18182
"5e0e31c179f2fa58ed5bc904"	8	70	36	59.52381
"5e0e31c179f2fa58ed5bc904"	9	40	5	88.63636
"5e0e31c179f2fa58ed5bc904"	10	20	4	93.18182
"5e0e31c179f2fa58ed5bc904"	11	15	2	92.5
"5e0e31c179f2fa58ed5bc904"	12	50	11	76.08696
"5e0e31c179f2fa58ed5bc904"	13	40	4	90.9091
"5e0e31c179f2fa58ed5bc904"	14	40	8	77.27273
"5e0e31c179f2fa58ed5bc904"	15	20	84	23.80952
