prolific_id	round	cognitive_uncertainty	time_late	present_value
"5f5128c3aa1c4e30e4506d2c"	15	20	4	78.26087
"5f5128c3aa1c4e30e4506d2c"	16	30	84	27.77778
"5f5128c3aa1c4e30e4506d2c"	17	15	8	52.17391
"5f5128c3aa1c4e30e4506d2c"	18	30	4	78.26087
"5f5148f4d786b736ee294a07"	1	0	4	60.41667
"5f5148f4d786b736ee294a07"	2	40	4	77.08333
"5f5148f4d786b736ee294a07"	3	50	12	52.27272
"5f5148f4d786b736ee294a07"	4	25	8	60.41667
"5f5148f4d786b736ee294a07"	5	0	2	93.75
"5f5148f4d786b736ee294a07"	6	40	11	56.25
"5f5148f4d786b736ee294a07"	7	0	2	81.25
"5f5148f4d786b736ee294a07"	8	10	6	88.63636
"5f5148f4d786b736ee294a07"	9	0	.25	97.5
"5f5148f4d786b736ee294a07"	10	0	6	88.63636
"5f5148f4d786b736ee294a07"	11	40	12	65.9091
"5f5148f4d786b736ee294a07"	12	0	84	2.173913
"5f5148f4d786b736ee294a07"	13	25	12	75
"5f5148f4d786b736ee294a07"	14	40	6	75
"5f5148f4d786b736ee294a07"	15	15	48	55.55556
"5f5148f4d786b736ee294a07"	16	0	.25	100
"5f5148f4d786b736ee294a07"	17	20	6	75
"5f5148f4d786b736ee294a07"	18	10	.25	95.83333
"5f533cca31bf350009c01ac1"	1	10	12	97.91667
"5f533cca31bf350009c01ac1"	2	5	4	98
"5f533cca31bf350009c01ac1"	3	5	2	97.5
"5f533cca31bf350009c01ac1"	4	10	4	98
"5f533cca31bf350009c01ac1"	5	10	83	97.5
"5f533cca31bf350009c01ac1"	6	5	6	97.91667
"5f533cca31bf350009c01ac1"	7	5	2	92.5
"5f533cca31bf350009c01ac1"	8	5	11	97.61904
"5f533cca31bf350009c01ac1"	9	5	6	97.91667
"5f533cca31bf350009c01ac1"	10	0	8	98
"5f533cca31bf350009c01ac1"	11	5	12	97.91667
"5f533cca31bf350009c01ac1"	12	5	.25	97.72727
"5f533cca31bf350009c01ac1"	13	10	24	55.55556
"5f533cca31bf350009c01ac1"	14	15	8	72.91667
"5f533cca31bf350009c01ac1"	15	20	24	83.33333
"5f533cca31bf350009c01ac1"	16	15	4	83.33333
"5f533cca31bf350009c01ac1"	17	20	48	64.81481
"5f533cca31bf350009c01ac1"	18	25	4	52.08333
"5f5588eb6fb28c959e202247"	1	20	.25	77.08333
"5f5588eb6fb28c959e202247"	2	50	4	70.45454
"5f5588eb6fb28c959e202247"	3	10	84	100
"5f5588eb6fb28c959e202247"	4	10	84	2.083333
"5f5588eb6fb28c959e202247"	5	60	4	52.27272
"5f5588eb6fb28c959e202247"	6	75	8	70.45454
"5f5588eb6fb28c959e202247"	7	60	4	79.54546
"5f5588eb6fb28c959e202247"	8	60	11	43.18182
"5f5588eb6fb28c959e202247"	9	10	83	2
"5f5588eb6fb28c959e202247"	10	30	6	63.04348
"5f5588eb6fb28c959e202247"	11	50	6	63.04348
"5f5588eb6fb28c959e202247"	12	45	12	50
"5f5588eb6fb28c959e202247"	13	35	4	82.6087
"5f5588eb6fb28c959e202247"	14	15	84	19.23077
"5f5588eb6fb28c959e202247"	15	35	8	78.26087
"5f5588eb6fb28c959e202247"	16	10	2	92.85714
"5f5588eb6fb28c959e202247"	17	20	4	95.65218
"5f5588eb6fb28c959e202247"	18	25	2	85.71429
"5f5e9d0d84344175c5d34940"	1	0	48	2.272727
"5f5e9d0d84344175c5d34940"	2	50	4	39.58334
"5f5e9d0d84344175c5d34940"	3	45	8	27.08333
"5f5e9d0d84344175c5d34940"	4	30	6	28.26087
"5f5e9d0d84344175c5d34940"	5	65	5	20.45455
"5f5e9d0d84344175c5d34940"	6	50	6	71.73913
"5f5e9d0d84344175c5d34940"	7	60	12	45.65218
"5f5e9d0d84344175c5d34940"	8	20	4	60.41667
"5f5e9d0d84344175c5d34940"	9	15	2	69.04762
"5f5e9d0d84344175c5d34940"	10	15	4	81.25
"5f5e9d0d84344175c5d34940"	11	0	48	6.818182
"5f5e9d0d84344175c5d34940"	12	5	23	83.33333
"5f5e9d0d84344175c5d34940"	13	5	12	17.85714
"5f5e9d0d84344175c5d34940"	14	0	84	3.571429
"5f5e9d0d84344175c5d34940"	15	5	2	71.42857
"5f5e9d0d84344175c5d34940"	16	0	2	59.52381
"5f5e9d0d84344175c5d34940"	17	0	6	53.57143
"5f5e9d0d84344175c5d34940"	18	15	6	71.42857
"5f6278a372fc52198ef13de9"	1	35	24	60.41667
"5f6278a372fc52198ef13de9"	2	10	2	87.5
"5f6278a372fc52198ef13de9"	3	0	1	65.9091
"5f6278a372fc52198ef13de9"	4	5	83	47.5
"5f6278a372fc52198ef13de9"	5	0	6	78
"5f6278a372fc52198ef13de9"	6	10	12	78
"5f6278a372fc52198ef13de9"	7	10	24	56.25
"5f6278a372fc52198ef13de9"	8	0	.25	97.5
"5f6278a372fc52198ef13de9"	9	10	6	82
"5f6278a372fc52198ef13de9"	10	0	.25	97.82609
"5f6278a372fc52198ef13de9"	11	0	11	59.52381
"5f6278a372fc52198ef13de9"	12	0	12	78
"5f6278a372fc52198ef13de9"	13	10	36	50
"5f6278a372fc52198ef13de9"	14	0	1	100
"5f6278a372fc52198ef13de9"	15	5	8	78.94737
"5f6278a372fc52198ef13de9"	16	5	4	78.94737
"5f6278a372fc52198ef13de9"	17	5	1	95.2381
"5f6278a372fc52198ef13de9"	18	0	4	89.47369
"5f653a8a5914b30b4d24c365"	1	60	83	2.083333
"5f653a8a5914b30b4d24c365"	2	90	12	2.5
"5f653a8a5914b30b4d24c365"	3	40	12	2.5
"5f653a8a5914b30b4d24c365"	4	15	.25	60.41667
"5f653a8a5914b30b4d24c365"	5	40	1	2
"5f653a8a5914b30b4d24c365"	6	45	36	2.5
"5f653a8a5914b30b4d24c365"	7	25	6	57.5
"5f653a8a5914b30b4d24c365"	8	10	36	57.5
"5f653a8a5914b30b4d24c365"	9	20	6	47.5
"5f653a8a5914b30b4d24c365"	10	20	2	54.34782
"5f653a8a5914b30b4d24c365"	11	20	.25	52.08333
"5f653a8a5914b30b4d24c365"	12	25	48	52.5
"5f653a8a5914b30b4d24c365"	13	0	6	15.78947
"5f653a8a5914b30b4d24c365"	14	0	6	15.78947
"5f653a8a5914b30b4d24c365"	15	10	84	2.777778
"5f653a8a5914b30b4d24c365"	16	0	48	4.347826
"5f653a8a5914b30b4d24c365"	17	85	84	5.555556
"5f653a8a5914b30b4d24c365"	18	0	12	7.894736
"5f6666e43be0b923d23c8df8"	1	0	8	100
"5f6666e43be0b923d23c8df8"	2	0	8	100
"5f6666e43be0b923d23c8df8"	3	0	6	100
"5f6666e43be0b923d23c8df8"	4	0	24	100
"5f6666e43be0b923d23c8df8"	5	0	24	100
"5f6666e43be0b923d23c8df8"	6	0	4	100
"5f6666e43be0b923d23c8df8"	7	0	5	100
"5f6666e43be0b923d23c8df8"	8	0	83	100
"5f6666e43be0b923d23c8df8"	9	0	6	100
"5f6666e43be0b923d23c8df8"	10	0	12	100
"5f6666e43be0b923d23c8df8"	11	0	36	100
"5f6666e43be0b923d23c8df8"	12	0	4	100
"5f6666e43be0b923d23c8df8"	13	0	6	33.33334
"5f6666e43be0b923d23c8df8"	14	0	6	33.33334
"5f6666e43be0b923d23c8df8"	15	0	12	16.66667
"5f6666e43be0b923d23c8df8"	16	0	2	52.17391
"5f6666e43be0b923d23c8df8"	17	0	24	10
"5f6666e43be0b923d23c8df8"	18	0	24	4
"5f6787c9a3217b3911fc13f1"	1	0	23	98
"5f6787c9a3217b3911fc13f1"	2	20	47	78
"5f6787c9a3217b3911fc13f1"	3	10	6	97.72727
"5f6787c9a3217b3911fc13f1"	4	0	24	97.91667
"5f6787c9a3217b3911fc13f1"	5	10	5	97.5
"5f6787c9a3217b3911fc13f1"	6	0	12	97.72727
"5f6787c9a3217b3911fc13f1"	7	0	24	97.91667
"5f6787c9a3217b3911fc13f1"	8	10	6	97.72727
"5f6787c9a3217b3911fc13f1"	9	0	1	97.82609
"5f6787c9a3217b3911fc13f1"	10	0	84	97.82609
"5f6787c9a3217b3911fc13f1"	11	0	36	97.5
"5f6787c9a3217b3911fc13f1"	12	0	6	97.72727
"5f6787c9a3217b3911fc13f1"	13	25	24	27.77778
"5f6787c9a3217b3911fc13f1"	14	10	84	9.615385
"5f6787c9a3217b3911fc13f1"	15	0	4	27.77778
"5f6787c9a3217b3911fc13f1"	16	10	24	25
"5f6787c9a3217b3911fc13f1"	17	5	4	50
"5f6787c9a3217b3911fc13f1"	18	20	8	13.88889
"5f6c6692d28afe1eacee640e"	1	0	84	2.173913
"5f6c6692d28afe1eacee640e"	2	10	4	43.18182
"5f6c6692d28afe1eacee640e"	3	10	6	42
"5f6c6692d28afe1eacee640e"	4	10	.25	47.72727
"5f6c6692d28afe1eacee640e"	5	10	4	56.81818
"5f6c6692d28afe1eacee640e"	6	0	12	2
"5f6c6692d28afe1eacee640e"	7	0	84	2.173913
"5f6c6692d28afe1eacee640e"	8	10	8	52.27272
"5f6c6692d28afe1eacee640e"	9	10	24	30
"5f6c6692d28afe1eacee640e"	10	0	47	2.380952
"5f6c6692d28afe1eacee640e"	11	0	4	47.72727
"5f6c6692d28afe1eacee640e"	12	0	6	42
"5f6c6692d28afe1eacee640e"	13	0	4	45.45455
"5f6c6692d28afe1eacee640e"	14	0	8	50
"5f6c6692d28afe1eacee640e"	15	10	.25	34.78261
"5f6c6692d28afe1eacee640e"	16	10	.25	21.73913
"5f6c6692d28afe1eacee640e"	17	10	1	26.78571
"5f6c6692d28afe1eacee640e"	18	0	4	34.09091
"5f721e21908c1710949b59ce"	1	10	5	30.95238
"5f721e21908c1710949b59ce"	2	25	.25	47.5
"5f721e21908c1710949b59ce"	3	25	23	20.45455
"5f721e21908c1710949b59ce"	4	35	48	15.90909
"5f721e21908c1710949b59ce"	5	20	4	21.42857
"5f721e21908c1710949b59ce"	6	35	36	22
"5f721e21908c1710949b59ce"	7	15	47	18
"5f721e21908c1710949b59ce"	8	20	24	20.45455
"5f721e21908c1710949b59ce"	9	35	4	30.95238
"5f721e21908c1710949b59ce"	10	20	8	26.19048
"5f721e21908c1710949b59ce"	11	10	.25	57.5
"5f721e21908c1710949b59ce"	12	30	4	30.95238
"5f721e21908c1710949b59ce"	13	10	8	34.09091
"5f721e21908c1710949b59ce"	14	15	84	20
"5f721e21908c1710949b59ce"	15	20	2	55.55556
"5f721e21908c1710949b59ce"	16	15	4	34.09091
"5f721e21908c1710949b59ce"	17	15	84	20
"5f721e21908c1710949b59ce"	18	15	4	45.45455
"5f72bc2e12db6e205a9b7bfe"	1	25	36	47.91666
"5f72bc2e12db6e205a9b7bfe"	2	25	36	52.08333
"5f72bc2e12db6e205a9b7bfe"	3	5	4	97.61904
"5f72bc2e12db6e205a9b7bfe"	4	40	47	2.5
"5f72bc2e12db6e205a9b7bfe"	5	15	6	93.18182
"5f72bc2e12db6e205a9b7bfe"	6	10	6	93.18182
"5f72bc2e12db6e205a9b7bfe"	7	35	12	84.0909
"5f72bc2e12db6e205a9b7bfe"	8	40	84	25
"5f72bc2e12db6e205a9b7bfe"	9	10	4	92.85714
"5f72bc2e12db6e205a9b7bfe"	10	25	6	88.63636
"5f72bc2e12db6e205a9b7bfe"	11	35	8	83.33333
"5f72bc2e12db6e205a9b7bfe"	12	20	5	94
"5f72bc2e12db6e205a9b7bfe"	13	15	4	100
"5f72bc2e12db6e205a9b7bfe"	14	35	48	78.26087
"5f72bc2e12db6e205a9b7bfe"	15	35	4	96
"5f72bc2e12db6e205a9b7bfe"	16	15	8	96
"5f72bc2e12db6e205a9b7bfe"	17	5	2	100
"5f72bc2e12db6e205a9b7bfe"	18	5	2	100
"5f775d8ac99f3125e763b144"	1	25	4	92.5
"5f775d8ac99f3125e763b144"	2	0	.25	97.5
"5f775d8ac99f3125e763b144"	3	35	47	60.41667
"5f775d8ac99f3125e763b144"	4	30	12	62
"5f775d8ac99f3125e763b144"	5	0	.25	97.5
"5f775d8ac99f3125e763b144"	6	20	6	82
"5f775d8ac99f3125e763b144"	7	20	6	66
"5f775d8ac99f3125e763b144"	8	15	24	45.23809
"5f775d8ac99f3125e763b144"	9	20	83	32.6087
"5f775d8ac99f3125e763b144"	10	10	8	57.5
"5f775d8ac99f3125e763b144"	11	15	4	72.5
"5f775d8ac99f3125e763b144"	12	10	12	58
"5f775d8ac99f3125e763b144"	13	20	4	90
"5f775d8ac99f3125e763b144"	14	20	4	70
"5f775d8ac99f3125e763b144"	15	5	.25	95.45454
"5f775d8ac99f3125e763b144"	16	15	8	80
"5f775d8ac99f3125e763b144"	17	15	2	76.92308
"5f775d8ac99f3125e763b144"	18	25	2	80.76923
"5f81c617cb3c052a03974051"	1	10	48	69.04762
"5f81c617cb3c052a03974051"	2	20	11	84.78261
"5f81c617cb3c052a03974051"	3	5	1	97.5
"5f81c617cb3c052a03974051"	4	20	36	43.18182
"5f81c617cb3c052a03974051"	5	20	36	65.9091
"5f81c617cb3c052a03974051"	6	10	6	82.5
"5f81c617cb3c052a03974051"	7	15	23	65.9091
"5f81c617cb3c052a03974051"	8	15	12	82.5
"5f81c617cb3c052a03974051"	9	15	24	70.45454
"5f81c617cb3c052a03974051"	10	0	1	97.5
"5f81c617cb3c052a03974051"	11	5	6	92.5
"5f81c617cb3c052a03974051"	12	10	6	87.5
"5f81c617cb3c052a03974051"	13	15	24	70
"5f81c617cb3c052a03974051"	14	15	12	80
"5f81c617cb3c052a03974051"	15	5	2	96.15385
"5f81c617cb3c052a03974051"	16	5	2	100
"5f81c617cb3c052a03974051"	17	5	6	90
"5f81c617cb3c052a03974051"	18	10	6	90
"5f82796ad8f6fd3b3f31304f"	1	20	5	80.43478
"5f82796ad8f6fd3b3f31304f"	2	5	47	27.5
"5f82796ad8f6fd3b3f31304f"	3	0	12	74
"5f82796ad8f6fd3b3f31304f"	4	0	4	54.34782
"5f82796ad8f6fd3b3f31304f"	5	0	84	2.5
"5f82796ad8f6fd3b3f31304f"	6	5	6	54
"5f82796ad8f6fd3b3f31304f"	7	0	6	98
"5f82796ad8f6fd3b3f31304f"	8	5	4	54.34782
"5f82796ad8f6fd3b3f31304f"	9	0	24	2
"5f82796ad8f6fd3b3f31304f"	10	0	4	54.34782
"5f82796ad8f6fd3b3f31304f"	11	0	84	2.5
"5f82796ad8f6fd3b3f31304f"	12	0	8	50
"5f82796ad8f6fd3b3f31304f"	13	0	36	41.66666
"5f82796ad8f6fd3b3f31304f"	14	0	84	8.928572
"5f82796ad8f6fd3b3f31304f"	15	0	8	5
"5f82796ad8f6fd3b3f31304f"	16	0	4	50
"5f82796ad8f6fd3b3f31304f"	17	0	84	1.785714
"5f82796ad8f6fd3b3f31304f"	18	0	4	50
"5f84093b9b3e190008131671"	1	50	4	45.65218
"5f84093b9b3e190008131671"	2	60	2	56.25
"5f84093b9b3e190008131671"	3	45	83	2.083333
"5f84093b9b3e190008131671"	4	60	4	54.34782
"5f84093b9b3e190008131671"	5	25	36	14.58333
"5f84093b9b3e190008131671"	6	20	4	36.95652
"5f84093b9b3e190008131671"	7	45	8	28.26087
"5f84093b9b3e190008131671"	8	20	24	14
"5f84093b9b3e190008131671"	9	15	47	22.5
"5f84093b9b3e190008131671"	10	45	.25	79.54546
"5f84093b9b3e190008131671"	11	15	.25	84.0909
"5f84093b9b3e190008131671"	12	25	.25	89.58333
"5f84093b9b3e190008131671"	13	40	.25	94.44444
"5f84093b9b3e190008131671"	14	25	8	71.42857
"5f84093b9b3e190008131671"	15	25	4	71.42857
"5f84093b9b3e190008131671"	16	25	.25	91.66667
"5f84093b9b3e190008131671"	17	40	4	71.42857
"5f84093b9b3e190008131671"	18	25	84	18.51852
"5f85b31f696fed0562f9386a"	1	30	84	50
"5f85b31f696fed0562f9386a"	2	40	24	47.5
"5f85b31f696fed0562f9386a"	3	20	5	81.25
"5f85b31f696fed0562f9386a"	4	15	84	46
"5f85b31f696fed0562f9386a"	5	10	2	80.43478
"5f85b31f696fed0562f9386a"	6	25	11	58
"5f85b31f696fed0562f9386a"	7	20	4	70
"5f85b31f696fed0562f9386a"	8	35	23	52.5
"5f85b31f696fed0562f9386a"	9	15	4	58
"5f85b31f696fed0562f9386a"	10	0	.25	97.91667
"5f85b31f696fed0562f9386a"	11	15	4	62
"5f85b31f696fed0562f9386a"	12	40	8	62
"5f85b31f696fed0562f9386a"	13	10	2	70
"5f85b31f696fed0562f9386a"	14	40	36	42.85714
"5f85b31f696fed0562f9386a"	15	25	8	75
"5f85b31f696fed0562f9386a"	16	20	4	70
"5f85b31f696fed0562f9386a"	17	20	2	70
"5f85b31f696fed0562f9386a"	18	30	4	65
"5f9242039f08a4170446905d"	1	0	12	38
"5f9242039f08a4170446905d"	2	0	48	2.272727
"5f9242039f08a4170446905d"	3	0	5	85.41667
"5f9242039f08a4170446905d"	4	0	6	62
"5f9242039f08a4170446905d"	5	0	.25	98
"5f9242039f08a4170446905d"	6	0	6	82
"5f9242039f08a4170446905d"	7	0	6	82
"5f9242039f08a4170446905d"	8	0	.25	98
"5f9242039f08a4170446905d"	9	0	1	87.5
"5f9242039f08a4170446905d"	10	0	.25	98
"5f9242039f08a4170446905d"	11	0	47	2
"5f9242039f08a4170446905d"	12	0	36	2.083333
"5f9242039f08a4170446905d"	13	0	4	78.26087
"5f9242039f08a4170446905d"	14	0	4	86.95652
"5f9242039f08a4170446905d"	15	0	24	4.545455
"5f9242039f08a4170446905d"	16	0	24	4.545455
"5f9242039f08a4170446905d"	17	0	2	81.81818
"5f9242039f08a4170446905d"	18	0	8	65.21739
"5f95c1590b160b4597c93a76"	1	0	4	97.61904
"5f95c1590b160b4597c93a76"	2	0	12	89.58333
"5f95c1590b160b4597c93a76"	3	0	6	93.75
"5f95c1590b160b4597c93a76"	4	0	5	97.91667
"5f95c1590b160b4597c93a76"	5	0	6	93.75
"5f95c1590b160b4597c93a76"	6	0	1	97.61904
"5f95c1590b160b4597c93a76"	7	0	1	97.61904
"5f95c1590b160b4597c93a76"	8	0	4	97.61904
"5f95c1590b160b4597c93a76"	9	0	83	50
"5f95c1590b160b4597c93a76"	10	0	8	92.85714
"5f95c1590b160b4597c93a76"	11	0	4	92.85714
"5f95c1590b160b4597c93a76"	12	0	24	83.33333
"5f95c1590b160b4597c93a76"	13	0	6	95.2381
"5f95c1590b160b4597c93a76"	14	0	36	76
"5f95c1590b160b4597c93a76"	15	0	36	76
"5f95c1590b160b4597c93a76"	16	100	6	90.47619
"5f95c1590b160b4597c93a76"	17	0	84	51.78571
"5f95c1590b160b4597c93a76"	18	0	12	90.47619
"5f95dba27ac0f247b0177e9d"	1	40	8	38
"5f95dba27ac0f247b0177e9d"	2	50	5	65.9091
"5f95dba27ac0f247b0177e9d"	3	60	4	38
"5f95dba27ac0f247b0177e9d"	4	40	8	38
"5f95dba27ac0f247b0177e9d"	5	45	11	39.58334
"5f95dba27ac0f247b0177e9d"	6	60	2	43.18182
"5f95dba27ac0f247b0177e9d"	7	50	1	41.30435
"5f95dba27ac0f247b0177e9d"	8	35	4	58
"5f95dba27ac0f247b0177e9d"	9	10	24	2.380952
"5f95dba27ac0f247b0177e9d"	10	35	.25	63.04348
"5f95dba27ac0f247b0177e9d"	11	15	23	2.272727
"5f95dba27ac0f247b0177e9d"	12	40	2	65.9091
"5f95dba27ac0f247b0177e9d"	13	60	.25	45.45455
"5f95dba27ac0f247b0177e9d"	14	70	24	46.2963
"5f95dba27ac0f247b0177e9d"	15	60	6	41.66666
"5f95dba27ac0f247b0177e9d"	16	65	12	31.25
"5f95dba27ac0f247b0177e9d"	17	70	6	31.25
"5f95dba27ac0f247b0177e9d"	18	70	.25	45.45455
"5f9c2e934474e20846e1909c"	1	10	1	69.04762
"5f9c2e934474e20846e1909c"	2	10	24	21.42857
"5f9c2e934474e20846e1909c"	3	10	4	45.23809
"5f9c2e934474e20846e1909c"	4	10	.25	87.5
"5f9c2e934474e20846e1909c"	5	10	4	45.23809
"5f9c2e934474e20846e1909c"	6	10	48	19.56522
"5f9c2e934474e20846e1909c"	7	10	5	32.6087
"5f9c2e934474e20846e1909c"	8	10	4	45.23809
"5f9c2e934474e20846e1909c"	9	10	84	2.380952
"5f9c2e934474e20846e1909c"	10	10	1	83.33333
"5f9c2e934474e20846e1909c"	11	10	48	2.173913
"5f9c2e934474e20846e1909c"	12	10	8	54.76191
"5f9c2e934474e20846e1909c"	13	10	1	100
"5f9c2e934474e20846e1909c"	14	10	6	83.33333
"5f9c2e934474e20846e1909c"	15	10	6	64.81481
"5f9c2e934474e20846e1909c"	16	10	1	100
"5f9c2e934474e20846e1909c"	17	10	12	50
"5f9c2e934474e20846e1909c"	18	10	84	2.173913
"5fa4ee443f5d4d1a6dca179d"	1	15	5	66
"5fa4ee443f5d4d1a6dca179d"	2	10	8	2.272727
"5fa4ee443f5d4d1a6dca179d"	3	20	36	2.5
"5fa4ee443f5d4d1a6dca179d"	4	10	4	2.272727
"5fa4ee443f5d4d1a6dca179d"	5	15	.25	2.173913
"5fa4ee443f5d4d1a6dca179d"	6	20	83	2.272727
"5fa4ee443f5d4d1a6dca179d"	7	20	12	2.173913
"5fa4ee443f5d4d1a6dca179d"	8	20	.25	2.173913
"5fa4ee443f5d4d1a6dca179d"	9	20	6	2.173913
"5fa4ee443f5d4d1a6dca179d"	10	20	4	2.272727
"5fa4ee443f5d4d1a6dca179d"	11	10	6	2.173913
"5fa4ee443f5d4d1a6dca179d"	12	25	8	2.272727
"5fa4ee443f5d4d1a6dca179d"	13	20	6	83.33333
"5fa4ee443f5d4d1a6dca179d"	14	35	2	78.94737
"5fa4ee443f5d4d1a6dca179d"	15	35	6	72.91667
"5fa4ee443f5d4d1a6dca179d"	16	10	12	100
"5fa4ee443f5d4d1a6dca179d"	17	15	24	5.555556
"5fa4ee443f5d4d1a6dca179d"	18	15	2	78.94737
"5fac21f34116a8160046f374"	1	15	23	60.41667
"5fac21f34116a8160046f374"	2	10	84	22.5
"5fac21f34116a8160046f374"	3	20	8	60.41667
"5fac21f34116a8160046f374"	4	15	36	39.58334
"5fac21f34116a8160046f374"	5	20	8	47.91666
"5fac21f34116a8160046f374"	6	15	24	50
"5fac21f34116a8160046f374"	7	15	36	22.91667
"5fac21f34116a8160046f374"	8	20	4	81.25
"5fac21f34116a8160046f374"	9	25	83	39.58334
"5fac21f34116a8160046f374"	10	15	5	86
"5fac21f34116a8160046f374"	11	10	.25	97.5
"5fac21f34116a8160046f374"	12	20	4	60.41667
"5fac21f34116a8160046f374"	13	20	48	48.07692
"5fac21f34116a8160046f374"	14	15	.25	92.59259
"5fac21f34116a8160046f374"	15	25	48	50
"5fac21f34116a8160046f374"	16	30	4	67.30769
"5fac21f34116a8160046f374"	17	20	4	76.92308
"5fac21f34116a8160046f374"	18	20	8	67.30769
"5fb6e301f4ae810e53ca4530"	1	10	4	47.5
"5fb6e301f4ae810e53ca4530"	2	5	6	38
"5fb6e301f4ae810e53ca4530"	3	0	36	19.56522
"5fb6e301f4ae810e53ca4530"	4	0	12	38
"5fb6e301f4ae810e53ca4530"	5	0	4	47.5
"5fb6e301f4ae810e53ca4530"	6	0	24	19.56522
"5fb6e301f4ae810e53ca4530"	7	0	23	38
"5fb6e301f4ae810e53ca4530"	8	0	8	42.5
"5fb6e301f4ae810e53ca4530"	9	0	11	37.5
"5fb6e301f4ae810e53ca4530"	10	0	6	58
"5fb6e301f4ae810e53ca4530"	11	0	24	50
"5fb6e301f4ae810e53ca4530"	12	0	4	47.5
"5fb6e301f4ae810e53ca4530"	13	40	1	38.46154
"5fb6e301f4ae810e53ca4530"	14	25	6	42.10526
"5fb6e301f4ae810e53ca4530"	15	10	6	47.36842
"5fb6e301f4ae810e53ca4530"	16	10	1	53.84616
"5fb6e301f4ae810e53ca4530"	17	5	36	41.66666
"5fb6e301f4ae810e53ca4530"	18	5	12	31.57895
"5fba9d0b11db76aa38bdc72c"	1	40	12	73.80952
"5fba9d0b11db76aa38bdc72c"	2	10	.25	97.61904
"5fba9d0b11db76aa38bdc72c"	3	30	36	45.23809
"5fba9d0b11db76aa38bdc72c"	4	15	47	43.75
"5fba9d0b11db76aa38bdc72c"	5	15	48	60.41667
"5fba9d0b11db76aa38bdc72c"	6	20	36	50
"5fba9d0b11db76aa38bdc72c"	7	5	6	97.61904
"5fba9d0b11db76aa38bdc72c"	8	0	2	97.91667
"5fba9d0b11db76aa38bdc72c"	9	15	24	64.58333
"5fba9d0b11db76aa38bdc72c"	10	5	5	98
"5fba9d0b11db76aa38bdc72c"	11	10	12	73.80952
"5fba9d0b11db76aa38bdc72c"	12	25	6	73.80952
"5fba9d0b11db76aa38bdc72c"	13	0	1	100
"5fba9d0b11db76aa38bdc72c"	14	10	6	100
"5fba9d0b11db76aa38bdc72c"	15	30	12	83.33333
"5fba9d0b11db76aa38bdc72c"	16	40	24	69.44444
"5fba9d0b11db76aa38bdc72c"	17	35	24	69.44444
"5fba9d0b11db76aa38bdc72c"	18	10	6	100
"5fbad6d5bef273b67008d20c"	1	0	11	81.25
"5fbad6d5bef273b67008d20c"	2	0	12	97.5
"5fbad6d5bef273b67008d20c"	3	0	1	97.61904
"5fbad6d5bef273b67008d20c"	4	0	4	97.91667
"5fbad6d5bef273b67008d20c"	5	0	8	81.25
"5fbad6d5bef273b67008d20c"	6	0	1	97.61904
"5fbad6d5bef273b67008d20c"	7	0	6	97.5
"5fbad6d5bef273b67008d20c"	8	0	8	85.41667
"5fbad6d5bef273b67008d20c"	9	0	6	97.5
"5fbad6d5bef273b67008d20c"	10	0	.25	97.5
"5fbad6d5bef273b67008d20c"	11	0	4	85.41667
"5fbad6d5bef273b67008d20c"	12	0	.25	97.61904
"5fbad6d5bef273b67008d20c"	13	0	2	100
"5fbad6d5bef273b67008d20c"	14	0	6	95.2381
"5fbad6d5bef273b67008d20c"	15	0	6	95.2381
"5fbad6d5bef273b67008d20c"	16	0	.25	100
"5fbad6d5bef273b67008d20c"	17	0	2	97.91667
"5fbad6d5bef273b67008d20c"	18	0	12	95.2381
"5fc07d1d954a2251529dcfd6"	1	10	47	22.5
"5fc07d1d954a2251529dcfd6"	2	5	8	47.91666
"5fc07d1d954a2251529dcfd6"	3	20	6	37.5
"5fc07d1d954a2251529dcfd6"	4	35	1	54.34782
"5fc07d1d954a2251529dcfd6"	5	40	23	32.6087
"5fc07d1d954a2251529dcfd6"	6	15	4	85.41667
"5fc07d1d954a2251529dcfd6"	7	20	4	31.25
"5fc07d1d954a2251529dcfd6"	8	45	12	22.5
"5fc07d1d954a2251529dcfd6"	9	40	48	28.26087
"5fc07d1d954a2251529dcfd6"	10	25	1	67.3913
"5fc07d1d954a2251529dcfd6"	11	15	6	82.5
"5fc07d1d954a2251529dcfd6"	12	20	4	81.25
"5fc07d1d954a2251529dcfd6"	13	30	2	57.69231
"5fc07d1d954a2251529dcfd6"	14	30	6	71.42857
"5fc07d1d954a2251529dcfd6"	15	35	6	35.71429
"5fc07d1d954a2251529dcfd6"	16	25	12	17.85714
"5fc07d1d954a2251529dcfd6"	17	40	36	20
"5fc07d1d954a2251529dcfd6"	18	20	2	67.30769
"5fc27b5a13285c0008cc71ab"	1	0	.25	97.91667
"5fc27b5a13285c0008cc71ab"	2	40	6	69.04762
"5fc27b5a13285c0008cc71ab"	3	0	1	98
"5fc27b5a13285c0008cc71ab"	4	20	84	39.58334
"5fc27b5a13285c0008cc71ab"	5	25	12	88.09524
"5fc27b5a13285c0008cc71ab"	6	0	.25	97.91667
"5fc27b5a13285c0008cc71ab"	7	25	11	72.5
"5fc27b5a13285c0008cc71ab"	8	0	5	98
"5fc27b5a13285c0008cc71ab"	9	0	1	97.5
"5fc27b5a13285c0008cc71ab"	10	10	6	88.09524
